id_registro,id_maquina,planta,tipo_maquina,turno,temperatura_c,vibracion_mm_s,presion_bar,horas_operacion,antiguedad_anios,dias_desde_mantenimiento,produccion_unidades,tasa_defectos_pct,consumo_energia_kwh,falla_maquina,planta_cod,tipo_maquina_cod,turno_cod,cluster,cluster_nombre,probabilidad_falla,prediccion_falla
MAN-0159,MQ-035,Lima,Inyectora,Noche,76.6,3.21,3.89,11802,8.7,22,909,3.7,622.79,0,1,2,1,1,Alerta,0.140134176047514,0
MAN-0160,MQ-135,Trujillo,Torno CNC,Noche,77.8,5.3,5.71,8364,7.6,88,807,2.27,675.5,0,2,4,1,1,Alerta,0.5389585889126953,1
MAN-0161,MQ-144,Trujillo,Inyectora,Tarde,90.2,6.53,6.51,3961,5.4,145,689,2.55,586.64,1,2,2,2,3,Críticas,0.9377291799526383,1
MAN-0162,MQ-011,Lima,Prensa,Mañana,64.8,3.14,5.68,765,0.2,9,869,2.94,247.23,0,1,3,0,0,Eficientes,0.03434113817737209,0
MAN-0163,MQ-080,Arequipa,Prensa,Tarde,71.3,2.62,7.04,10692,7.0,74,879,3.11,816.56,1,0,3,2,1,Alerta,0.2520843399805611,0
MAN-0164,MQ-065,Lima,Prensa,Noche,86.0,5.23,7.43,694,2.5,126,881,4.02,443.7,1,1,3,1,3,Críticas,0.7943616483977256,1
MAN-0165,MQ-100,Trujillo,Torno CNC,Noche,69.6,5.16,5.71,11590,7.8,181,688,5.95,582.92,0,2,4,1,1,Alerta,0.6184836260262536,1
MAN-0166,MQ-039,Lima,Inyectora,Noche,62.1,1.78,6.15,2402,3.9,96,718,5.3,413.22,0,1,2,1,0,Eficientes,0.09631171490093098,0
MAN-0167,MQ-168,Trujillo,Empacadora,Mañana,78.0,1.25,7.91,1657,0.9,90,1008,1.27,648.41,0,2,1,0,0,Eficientes,0.1505611487393706,0
MAN-0168,MQ-117,Trujillo,Compresor,Tarde,87.8,5.07,7.76,4793,3.0,209,390,3.16,487.16,1,2,0,2,3,Críticas,0.9363266130480509,1
MAN-0169,MQ-017,Lima,Torno CNC,Mañana,80.0,4.19,3.97,689,0.8,217,1189,0.1,452.86,1,1,4,0,0,Eficientes,0.5072178269709764,1
MAN-0170,MQ-158,Lima,Torno CNC,Noche,76.4,4.72,6.51,9259,4.9,153,753,1.89,617.67,0,1,4,1,2,Estándar,0.5801900544411549,1
MAN-0171,MQ-116,Arequipa,Empacadora,Tarde,87.3,4.13,5.62,4096,2.7,143,691,4.59,536.12,0,0,1,2,3,Críticas,0.7367831106983014,1
MAN-0172,MQ-089,Trujillo,Compresor,Mañana,67.3,3.93,8.11,2991,2.0,60,803,2.1,569.31,0,2,0,0,0,Eficientes,0.19050547651790253,0
MAN-0173,MQ-129,Lima,Torno CNC,Mañana,51.7,5.29,6.16,11066,7.4,104,1159,1.99,674.5,0,1,4,0,2,Estándar,0.13912130533532951,0
MAN-0174,MQ-113,Arequipa,Torno CNC,Tarde,76.2,5.35,5.93,10867,6.9,118,549,1.68,420.43,0,0,4,2,2,Estándar,0.6430876941602891,1
MAN-0175,MQ-009,Arequipa,Empacadora,Noche,91.7,5.77,6.24,9100,7.5,107,639,8.23,683.32,1,0,1,1,1,Alerta,0.8765953052354264,1
MAN-0176,MQ-066,Trujillo,Compresor,Tarde,71.6,1.87,6.65,3361,5.1,65,881,3.92,695.06,0,2,0,2,0,Eficientes,0.2115357623262018,0
MAN-0177,MQ-162,Lima,Torno CNC,Noche,79.5,4.91,5.82,1364,4.8,4,1021,2.21,713.01,0,1,4,1,3,Críticas,0.3092746828975477,0
MAN-0178,MQ-163,Arequipa,Torno CNC,Mañana,91.5,3.26,7.98,11073,5.3,174,945,4.0,732.92,1,0,4,0,1,Alerta,0.7434742321396433,1
MAN-0179,MQ-156,Trujillo,Compresor,Noche,90.8,7.31,6.23,930,0.2,56,931,4.6,787.3,1,2,0,1,3,Críticas,0.78921320712877,1
MAN-0180,MQ-066,Trujillo,Torno CNC,Tarde,83.3,3.47,7.86,4341,4.2,98,663,3.06,534.87,1,2,4,2,0,Eficientes,0.6029763273693263,1
MAN-0181,MQ-002,Arequipa,Compresor,Noche,82.9,3.0,6.25,8489,7.2,7,872,4.42,729.52,0,0,0,1,1,Alerta,0.27663190495558393,0
MAN-0182,MQ-062,Arequipa,Empacadora,Mañana,85.5,0.5,6.58,2770,0.5,38,838,6.91,647.23,0,0,1,0,3,Críticas,0.08552139285982485,0
MAN-0183,MQ-138,Arequipa,Compresor,Tarde,62.8,4.02,5.71,10381,6.6,96,1083,3.02,590.35,1,0,0,2,2,Estándar,0.2728050949216585,0
MAN-0184,MQ-070,Trujillo,Compresor,Noche,64.1,5.95,8.02,10088,7.9,223,713,2.65,506.64,0,2,0,1,2,Estándar,0.850036150348669,1
MAN-0185,MQ-164,Lima,Prensa,Mañana,68.9,2.88,8.97,639,0.2,104,679,1.0,502.17,0,1,3,0,0,Eficientes,0.19838076668550977,0
MAN-0186,MQ-089,Trujillo,Inyectora,Tarde,64.0,2.21,4.57,8388,5.6,198,960,4.01,622.19,0,2,2,2,2,Estándar,0.26443233210125217,0
MAN-0187,MQ-086,Trujillo,Compresor,Mañana,63.7,5.81,5.51,3919,5.9,34,703,2.48,580.94,1,2,0,0,1,Alerta,0.21591063638393473,0
MAN-0188,MQ-116,Trujillo,Empacadora,Mañana,68.4,2.36,4.94,8740,6.0,195,1050,0.1,485.51,0,2,1,0,2,Estándar,0.24699771783817562,0
MAN-0189,MQ-078,Arequipa,Compresor,Tarde,96.3,5.25,6.95,207,0.2,182,1052,3.65,812.91,1,0,0,2,3,Críticas,0.9396966231562098,1
MAN-0190,MQ-099,Trujillo,Empacadora,Mañana,72.3,2.08,7.44,1697,0.6,100,751,3.13,576.62,0,2,1,0,0,Eficientes,0.1443994871228643,0
MAN-0191,MQ-121,Trujillo,Torno CNC,Tarde,70.7,2.66,5.35,738,0.2,203,753,1.38,579.2,0,2,4,2,0,Eficientes,0.3430606702931661,0
MAN-0192,MQ-004,Lima,Prensa,Noche,62.1,5.43,5.29,10247,8.5,46,1286,4.76,638.71,0,1,3,1,1,Alerta,0.21680258251623613,0
MAN-0193,MQ-082,Lima,Compresor,Tarde,58.3,4.59,5.81,9136,6.7,239,1036,2.41,526.43,1,1,0,2,2,Estándar,0.6443117355489626,1
MAN-0194,MQ-180,Arequipa,Prensa,Noche,84.1,4.32,6.66,3523,2.7,80,743,3.63,545.72,0,0,3,1,3,Críticas,0.5090428693211224,1
MAN-0195,MQ-138,Trujillo,Empacadora,Tarde,71.1,3.74,7.86,1367,3.7,201,827,3.13,356.69,0,2,1,2,0,Eficientes,0.7511812090520498,1
MAN-0196,MQ-171,Arequipa,Inyectora,Tarde,66.9,3.13,5.9,11757,8.9,194,709,2.43,562.01,0,0,2,2,2,Estándar,0.5427079038368241,1
MAN-0197,MQ-098,Arequipa,Prensa,Noche,75.8,2.7,8.22,6953,5.6,183,650,2.59,693.55,0,0,3,1,2,Estándar,0.6124008178088483,1
MAN-0198,MQ-144,Arequipa,Torno CNC,Mañana,46.8,2.76,6.45,8254,3.6,18,628,1.36,465.19,0,0,4,0,2,Estándar,0.011277948858529055,0
MAN-0199,MQ-036,Trujillo,Torno CNC,Noche,71.0,4.51,6.3,947,1.6,183,542,1.11,477.33,0,2,4,1,0,Eficientes,0.5180221211600482,1
MAN-0200,MQ-011,Trujillo,Prensa,Noche,87.9,5.62,6.88,7876,3.1,198,1159,3.38,714.32,1,2,3,1,3,Críticas,0.8770673117832486,1
MAN-0201,MQ-150,Lima,Torno CNC,Noche,70.9,4.91,4.91,6326,2.9,146,940,4.67,504.73,0,1,4,1,3,Críticas,0.3766468517099258,0
MAN-0202,MQ-088,Lima,Empacadora,Noche,68.2,4.98,6.06,168,0.2,27,1025,2.17,703.1,0,1,1,1,0,Eficientes,0.16136629260638885,0
MAN-0203,MQ-147,Arequipa,Empacadora,Noche,90.5,5.48,6.54,6874,2.4,18,961,5.3,686.08,0,0,1,1,3,Críticas,0.548437637351365,1
MAN-0204,MQ-094,Trujillo,Torno CNC,Tarde,65.2,5.98,6.32,7726,8.6,174,716,4.02,601.22,1,2,4,2,1,Alerta,0.7593850744328504,1
MAN-0205,MQ-042,Arequipa,Empacadora,Tarde,76.3,6.39,6.5,6664,5.9,58,1313,3.21,665.86,1,0,1,2,1,Alerta,0.6835808663434686,1
MAN-0206,MQ-050,Lima,Inyectora,Tarde,63.8,3.04,7.91,5354,3.3,130,620,1.66,523.21,0,1,2,2,0,Eficientes,0.307160776309543,0
MAN-0207,MQ-064,Lima,Empacadora,Tarde,65.1,4.62,4.86,7545,6.4,77,950,3.21,485.54,0,1,1,2,2,Estándar,0.28252514435143244,0
MAN-0208,MQ-155,Lima,Prensa,Noche,79.7,2.85,5.0,6134,4.3,161,939,2.73,609.54,0,1,3,1,2,Estándar,0.4112364538020972,0
MAN-0209,MQ-179,Lima,Prensa,Mañana,76.9,0.99,7.53,3996,3.9,35,958,2.08,605.03,0,1,3,0,0,Eficientes,0.08374289293130609,0
MAN-0210,MQ-044,Arequipa,Torno CNC,Tarde,73.8,2.3,7.4,1990,3.0,58,985,1.34,637.82,0,0,4,2,0,Eficientes,0.20950053088466003,0
MAN-0211,MQ-150,Trujillo,Inyectora,Tarde,76.1,4.95,7.17,11210,6.0,78,1022,1.78,517.03,1,2,2,2,1,Alerta,0.54302811582041,1
MAN-0212,MQ-149,Lima,Torno CNC,Tarde,70.3,5.01,6.79,6427,5.7,210,969,1.69,471.86,1,1,4,2,2,Estándar,0.7804213450009736,1
MAN-0213,MQ-173,Lima,Prensa,Noche,77.5,3.85,5.19,4509,5.4,11,967,1.65,684.08,0,1,3,1,1,Alerta,0.18433520029272246,0
MAN-0214,MQ-076,Trujillo,Torno CNC,Tarde,87.0,4.59,8.54,7855,7.6,119,848,3.44,732.38,1,2,4,2,1,Alerta,0.8613446729340477,1
MAN-0215,MQ-106,Lima,Compresor,Noche,72.7,4.22,7.86,8110,6.6,58,894,2.92,660.95,0,1,0,1,1,Alerta,0.41933211355721633,0
MAN-0216,MQ-139,Arequipa,Torno CNC,Mañana,91.6,4.15,7.64,6338,3.2,166,836,5.96,579.24,1,0,4,0,3,Críticas,0.782851467248742,1
MAN-0217,MQ-122,Arequipa,Inyectora,Tarde,72.8,7.52,3.99,1273,3.2,58,971,2.63,601.95,1,0,2,2,3,Críticas,0.5629676313846236,1
MAN-0218,MQ-088,Lima,Prensa,Mañana,58.2,4.53,7.78,1733,1.4,160,796,2.55,653.67,0,1,3,0,0,Eficientes,0.27244219891544136,0
MAN-0219,MQ-172,Arequipa,Inyectora,Noche,65.2,3.05,7.15,3228,3.5,168,732,4.3,451.61,1,0,2,1,0,Eficientes,0.3688340889458108,0
MAN-0220,MQ-045,Arequipa,Torno CNC,Mañana,79.3,5.09,5.94,9209,4.8,179,1249,1.52,573.69,1,0,4,0,2,Estándar,0.6390856603821212,1
MAN-0221,MQ-176,Trujillo,Empacadora,Mañana,76.4,2.17,5.31,10954,6.2,210,744,0.13,611.11,0,2,1,0,2,Estándar,0.382031740367476,0
MAN-0222,MQ-081,Trujillo,Torno CNC,Noche,91.8,3.78,5.51,8124,4.5,54,926,4.93,615.25,0,2,4,1,1,Alerta,0.42493668499236426,0
MAN-0223,MQ-166,Trujillo,Prensa,Noche,57.7,3.93,8.03,7187,5.9,32,902,1.98,447.71,0,2,3,1,0,Eficientes,0.11833327414991013,0
MAN-0224,MQ-142,Trujillo,Torno CNC,Noche,54.3,4.93,5.03,11252,6.4,147,692,3.72,585.24,0,2,4,1,2,Estándar,0.19175021056880645,0
MAN-0225,MQ-053,Lima,Empacadora,Tarde,73.9,5.59,6.66,5739,4.7,226,855,1.07,577.17,1,1,1,2,2,Estándar,0.8782589378159181,1
MAN-0226,MQ-134,Trujillo,Prensa,Mañana,83.1,3.24,6.76,8800,6.3,192,791,3.57,519.1,1,2,3,0,2,Estándar,0.6579373497257868,1
MAN-0227,MQ-060,Arequipa,Prensa,Mañana,64.8,7.63,5.61,6039,4.4,215,875,4.59,353.72,0,0,3,0,2,Estándar,0.7694947447046936,1
MAN-0228,MQ-164,Trujillo,Inyectora,Mañana,63.4,3.41,7.0,9304,4.6,103,709,3.13,338.82,0,2,2,0,2,Estándar,0.14585004599935797,0
MAN-0229,MQ-096,Trujillo,Compresor,Noche,83.0,3.81,6.98,4655,1.5,200,816,4.18,478.34,1,2,0,1,0,Eficientes,0.7428058172810746,1
MAN-0230,MQ-088,Lima,Empacadora,Tarde,49.6,4.81,8.01,8767,7.1,141,682,5.48,643.31,1,1,1,2,2,Estándar,0.3917770251611322,0
MAN-0231,MQ-062,Lima,Torno CNC,Tarde,80.7,5.04,6.24,6632,3.8,160,823,3.17,677.35,0,1,4,2,3,Críticas,0.7418530164363352,1
MAN-0232,MQ-083,Lima,Inyectora,Mañana,77.6,2.55,5.53,9567,7.7,3,859,3.88,701.75,0,1,2,0,1,Alerta,0.10251992348455276,0
MAN-0233,MQ-142,Trujillo,Torno CNC,Tarde,87.4,4.0,5.37,11584,8.4,215,824,4.27,657.7,0,2,4,2,1,Alerta,0.8657355589949116,1
MAN-0234,MQ-030,Lima,Prensa,Tarde,61.4,4.01,7.29,6844,5.3,116,695,2.44,619.33,0,1,3,2,2,Estándar,0.3264282096555372,0
MAN-0235,MQ-034,Trujillo,Compresor,Mañana,78.3,1.78,6.21,2992,2.5,149,1044,0.79,448.16,0,2,0,0,0,Eficientes,0.2697381165397287,0
MAN-0236,MQ-064,Arequipa,Inyectora,Tarde,80.0,4.91,7.9,4429,4.9,59,488,3.93,540.28,0,0,2,2,3,Críticas,0.6622567029463202,1
MAN-0237,MQ-177,Trujillo,Inyectora,Noche,108.9,3.58,6.59,9220,6.4,2,834,6.21,527.86,1,2,2,1,1,Alerta,0.7019595162869766,1
MAN-0238,MQ-116,Lima,Empacadora,Tarde,67.0,4.68,5.86,9079,6.2,225,1048,0.54,633.96,1,1,1,2,2,Estándar,0.7166110954572155,1
MAN-0239,MQ-031,Trujillo,Empacadora,Mañana,80.1,3.65,5.75,1240,0.3,110,1064,3.04,469.01,0,2,1,0,0,Eficientes,0.29893820923928444,0
MAN-0240,MQ-145,Trujillo,Inyectora,Mañana,67.3,5.08,5.84,934,1.4,86,615,1.38,454.55,0,2,2,0,0,Eficientes,0.21384950924877305,0
MAN-0241,MQ-028,Arequipa,Torno CNC,Mañana,54.4,3.35,7.11,9920,7.8,136,979,0.54,617.02,0,0,4,0,2,Estándar,0.14657766576399547,0
MAN-0242,MQ-165,Arequipa,Inyectora,Noche,80.2,7.57,7.2,9792,9.7,54,1017,5.28,520.89,1,0,2,1,1,Alerta,0.851090536364346,1
MAN-0243,MQ-019,Lima,Prensa,Noche,68.9,3.04,7.05,9965,8.7,215,939,2.51,682.76,0,1,3,1,2,Estándar,0.6098741149323301,1
MAN-0244,MQ-113,Arequipa,Inyectora,Noche,66.7,2.74,6.72,2059,2.0,172,1008,5.14,772.03,1,0,2,1,3,Críticas,0.31115602426542743,0
MAN-0245,MQ-044,Lima,Inyectora,Noche,92.8,2.91,7.92,7100,5.0,77,850,2.91,651.1,1,1,2,1,1,Alerta,0.6112135780722511,1
MAN-0246,MQ-094,Trujillo,Prensa,Mañana,77.4,1.54,7.23,9822,4.1,221,963,3.55,586.56,0,2,3,0,2,Estándar,0.3988953986078779,0
MAN-0247,MQ-161,Trujillo,Inyectora,Tarde,71.7,6.53,7.28,11448,7.8,63,905,1.78,583.84,0,2,2,2,1,Alerta,0.6527479217628785,1
MAN-0248,MQ-025,Arequipa,Inyectora,Noche,76.7,5.96,9.0,5715,3.8,185,941,1.45,799.17,1,0,2,1,3,Críticas,0.8770636797709777,1
MAN-0249,MQ-038,Trujillo,Torno CNC,Noche,75.7,3.89,5.83,9166,5.6,200,802,2.97,444.58,1,2,4,1,2,Estándar,0.5960275366668991,1
MAN-0250,MQ-175,Arequipa,Empacadora,Noche,82.5,3.54,7.17,9358,7.1,181,993,2.85,427.18,1,0,1,1,2,Estándar,0.780245297335742,1
MAN-0251,MQ-131,Trujillo,Empacadora,Noche,82.5,2.93,4.64,1138,3.2,52,1084,4.68,704.2,0,2,1,1,3,Críticas,0.23163486082087087,0
MAN-0252,MQ-156,Arequipa,Prensa,Noche,72.6,4.03,7.14,5577,3.0,163,1000,1.55,474.43,0,0,3,1,0,Eficientes,0.5112663341947881,1
MAN-0253,MQ-051,Arequipa,Inyectora,Mañana,79.0,5.34,6.69,7696,6.5,48,1082,5.71,572.0,0,0,2,0,1,Alerta,0.47378061674110206,0
MAN-0254,MQ-105,Arequipa,Compresor,Noche,69.1,5.44,6.46,1875,0.9,109,719,2.91,289.98,0,0,0,1,0,Eficientes,0.44399921766848605,0
MAN-0255,MQ-104,Arequipa,Torno CNC,Tarde,61.4,4.13,6.26,9405,8.8,234,959,3.31,487.9,1,0,4,2,2,Estándar,0.6775689699178372,1
MAN-0256,MQ-040,Lima,Prensa,Noche,57.0,4.34,8.0,3934,3.5,121,765,2.86,530.72,0,1,3,1,0,Eficientes,0.26090867994658357,0
MAN-0257,MQ-109,Lima,Inyectora,Mañana,88.2,8.12,8.55,7579,6.7,229,698,3.43,721.48,1,1,2,0,1,Alerta,0.9839106047680204,1
MAN-0258,MQ-129,Arequipa,Empacadora,Noche,62.9,6.33,7.51,8612,6.4,187,696,2.6,617.02,0,0,1,1,2,Estándar,0.7587566428417621,1
MAN-0259,MQ-092,Lima,Compresor,Noche,79.4,2.88,4.5,8996,4.5,58,537,1.88,589.83,0,1,0,1,1,Alerta,0.17333272864512672,0
MAN-0260,MQ-027,Arequipa,Prensa,Tarde,72.1,5.01,5.42,6575,4.8,184,1095,2.17,534.44,1,0,3,2,2,Estándar,0.6784707656922678,1
MAN-0261,MQ-085,Lima,Inyectora,Mañana,77.6,6.02,6.65,179,1.1,136,769,4.23,604.49,0,1,2,0,3,Críticas,0.6504356352237357,1
MAN-0262,MQ-064,Arequipa,Empacadora,Mañana,72.5,2.41,8.93,10998,8.7,234,858,0.55,434.61,0,0,1,0,2,Estándar,0.7097586077178408,1
MAN-0263,MQ-137,Trujillo,Empacadora,Noche,80.1,4.47,7.02,472,0.3,24,932,5.9,676.8,1,2,1,1,3,Críticas,0.3087198382531436,0
MAN-0264,MQ-109,Arequipa,Prensa,Mañana,71.8,1.57,4.4,5522,4.5,99,631,2.46,546.1,1,0,3,0,2,Estándar,0.07728899329200775,0
MAN-0265,MQ-012,Arequipa,Inyectora,Noche,74.7,1.2,5.65,3284,4.6,62,627,3.24,361.6,0,0,2,1,0,Eficientes,0.11500728699104412,0
MAN-0266,MQ-027,Arequipa,Torno CNC,Noche,81.1,6.65,5.89,4139,1.1,197,885,1.43,724.95,1,0,4,1,3,Críticas,0.8264134771371777,1
MAN-0267,MQ-128,Trujillo,Prensa,Mañana,66.8,2.37,8.78,5107,2.7,48,602,2.98,508.94,0,2,3,0,0,Eficientes,0.0910246074185787,0
MAN-0268,MQ-150,Arequipa,Prensa,Tarde,62.0,3.65,5.16,806,3.9,103,836,4.2,432.85,0,0,3,2,0,Eficientes,0.21636412695426116,0
MAN-0269,MQ-038,Arequipa,Prensa,Noche,56.6,3.49,7.55,11705,4.2,176,944,3.49,387.91,0,0,3,1,2,Estándar,0.2366875936708954,0
MAN-0270,MQ-063,Trujillo,Prensa,Mañana,75.8,3.05,6.96,4909,2.9,81,1108,3.84,497.1,0,2,3,0,0,Eficientes,0.1998937453559748,0
MAN-0271,MQ-155,Lima,Torno CNC,Tarde,80.8,4.22,7.19,9418,5.9,20,968,2.64,429.99,1,1,4,2,1,Alerta,0.39183751677760637,0
MAN-0272,MQ-116,Arequipa,Inyectora,Mañana,64.0,4.49,5.45,4530,3.6,61,946,2.33,558.9,0,0,2,0,0,Eficientes,0.12278295409761905,0
MAN-0273,MQ-132,Trujillo,Compresor,Mañana,68.3,6.72,7.7,6139,5.0,24,817,2.64,578.28,0,2,0,0,1,Alerta,0.3991009963852432,0
MAN-0274,MQ-096,Trujillo,Inyectora,Noche,62.0,1.67,7.29,6580,2.5,94,715,0.78,364.84,0,2,2,1,0,Eficientes,0.07220260034834187,0
MAN-0275,MQ-070,Trujillo,Empacadora,Mañana,87.1,2.62,8.38,2281,2.6,68,964,1.85,599.91,0,2,1,0,0,Eficientes,0.3971862425996064,0
MAN-0276,MQ-052,Arequipa,Empacadora,Tarde,61.2,5.68,5.38,9978,7.9,16,761,1.22,577.59,0,0,1,2,2,Estándar,0.22591054267643568,0
MAN-0277,MQ-061,Arequipa,Inyectora,Tarde,80.5,3.58,5.28,9564,3.2,196,799,3.05,651.68,0,0,2,2,2,Estándar,0.6254526054164523,1
MAN-0278,MQ-074,Trujillo,Empacadora,Tarde,76.5,3.19,6.55,2234,3.1,107,682,2.71,490.77,0,2,1,2,0,Eficientes,0.43877932368609857,0
MAN-0279,MQ-029,Arequipa,Compresor,Noche,87.6,5.47,6.14,9343,4.6,129,990,6.19,624.41,1,0,0,1,1,Alerta,0.7995649249113422,1
MAN-0280,MQ-093,Arequipa,Torno CNC,Tarde,71.3,3.87,4.11,5597,4.7,174,999,3.42,609.96,0,0,4,2,2,Estándar,0.44274128930553724,0
MAN-0281,MQ-164,Lima,Empacadora,Mañana,74.9,4.0,9.38,10752,6.2,14,670,2.46,623.65,0,1,1,0,1,Alerta,0.28185590565307167,0
MAN-0282,MQ-117,Arequipa,Inyectora,Tarde,65.8,4.48,6.67,5530,2.8,165,1076,2.51,878.74,0,0,2,2,3,Críticas,0.49072475288599604,0
MAN-0283,MQ-105,Arequipa,Compresor,Tarde,77.6,4.59,6.21,8365,6.8,68,980,0.33,575.8,0,0,0,2,2,Estándar,0.5493061164219036,1
MAN-0284,MQ-176,Arequipa,Compresor,Mañana,63.0,3.36,6.03,7558,7.5,182,1019,4.64,512.92,1,0,0,0,2,Estándar,0.37966602507373054,0
MAN-0285,MQ-051,Lima,Empacadora,Tarde,81.7,5.56,6.75,4882,6.1,105,759,1.29,726.96,1,1,1,2,1,Alerta,0.8054268232638465,1
MAN-0286,MQ-041,Lima,Inyectora,Tarde,76.9,2.87,7.52,7173,5.1,6,735,2.39,660.46,0,1,2,2,1,Alerta,0.21884340509345596,0
MAN-0287,MQ-142,Lima,Inyectora,Tarde,86.1,7.56,6.3,6308,2.7,1,429,3.0,453.67,1,1,2,2,3,Críticas,0.6867466549153969,1
MAN-0288,MQ-168,Trujillo,Compresor,Mañana,64.6,4.46,4.17,2824,0.7,80,580,3.83,480.92,0,2,0,0,0,Eficientes,0.0957754766690604,0
MAN-0289,MQ-016,Trujillo,Empacadora,Tarde,76.7,0.86,8.06,1311,0.2,28,676,1.79,417.52,0,2,1,2,0,Eficientes,0.10798482765140738,0
MAN-0290,MQ-173,Lima,Prensa,Noche,81.6,2.81,6.41,5887,6.1,149,774,2.13,652.79,0,1,3,1,2,Estándar,0.5506531862468712,1
MAN-0291,MQ-133,Lima,Prensa,Noche,88.4,2.69,5.4,5315,1.9,10,810,2.69,626.11,0,1,3,1,3,Críticas,0.15646406091931078,0
MAN-0292,MQ-012,Trujillo,Torno CNC,Tarde,67.8,4.56,7.03,2166,1.9,221,611,3.46,635.14,0,2,4,2,3,Críticas,0.6780137029793534,1
MAN-0293,MQ-106,Lima,Inyectora,Mañana,78.7,5.74,6.88,3934,3.0,202,1026,3.75,536.31,1,1,2,0,3,Críticas,0.8076648360430579,1
MAN-0294,MQ-092,Lima,Torno CNC,Tarde,63.0,4.84,7.89,2978,2.6,126,788,1.53,687.25,0,1,4,2,0,Eficientes,0.43260047278093317,0
MAN-0295,MQ-146,Arequipa,Compresor,Mañana,71.5,3.51,6.49,9653,8.0,22,1005,0.1,407.82,1,0,0,0,2,Estándar,0.16975373616766753,0
MAN-0296,MQ-088,Lima,Compresor,Mañana,77.8,5.97,5.72,10275,7.4,59,1031,1.15,527.29,0,1,0,0,1,Alerta,0.49866022111048536,0
MAN-0297,MQ-012,Arequipa,Inyectora,Tarde,76.3,2.49,7.92,1867,0.2,17,855,2.22,436.58,0,0,2,2,0,Eficientes,0.16493789589146635,0
MAN-0298,MQ-015,Arequipa,Torno CNC,Noche,65.5,5.1,5.22,3578,4.7,187,791,2.49,595.72,0,0,4,1,2,Estándar,0.5241296095673255,1
MAN-0299,MQ-087,Lima,Torno CNC,Tarde,97.2,3.19,6.28,2089,4.1,60,894,5.41,583.78,1,1,4,2,3,Críticas,0.6563644071627761,1
MAN-0300,MQ-098,Trujillo,Empacadora,Tarde,95.3,4.42,6.93,3861,4.9,65,699,3.28,634.52,1,2,1,2,1,Alerta,0.7999919307748156,1
MAN-0301,MQ-083,Trujillo,Inyectora,Mañana,59.0,4.52,4.57,2319,3.8,69,1008,1.19,480.8,0,2,2,0,0,Eficientes,0.0869263449572539,0
MAN-0302,MQ-038,Trujillo,Prensa,Mañana,76.6,4.15,8.77,3575,1.7,220,714,2.11,506.61,1,2,3,0,0,Eficientes,0.7249798740662561,1
MAN-0303,MQ-013,Arequipa,Prensa,Tarde,66.7,4.94,7.57,5909,5.5,219,789,4.59,592.32,1,0,3,2,2,Estándar,0.800914529307898,1
MAN-0304,MQ-147,Trujillo,Empacadora,Tarde,73.5,4.74,7.34,5279,3.1,43,872,1.68,569.49,0,2,1,2,0,Eficientes,0.3787684897747817,0
MAN-0305,MQ-077,Trujillo,Empacadora,Noche,84.2,3.13,8.79,1376,1.9,177,965,2.13,734.05,0,2,1,1,3,Críticas,0.7538191405759751,1
MAN-0306,MQ-086,Arequipa,Torno CNC,Mañana,91.3,5.73,5.4,4870,2.3,227,886,5.18,587.61,1,0,4,0,3,Críticas,0.8830521683771249,1
MAN-0307,MQ-022,Arequipa,Torno CNC,Noche,81.1,3.39,7.58,7691,5.4,158,917,2.34,645.93,1,0,4,1,2,Estándar,0.6393947315926272,1
MAN-0308,MQ-119,Lima,Prensa,Mañana,69.2,2.6,7.36,10879,7.8,68,1137,2.46,597.64,0,1,3,0,2,Estándar,0.15214161320268973,0
MAN-0309,MQ-109,Arequipa,Compresor,Noche,74.2,6.09,6.17,5168,1.8,51,721,2.41,647.91,0,0,0,1,3,Críticas,0.404030397295477,0
MAN-0310,MQ-177,Arequipa,Inyectora,Mañana,63.4,3.68,6.6,239,2.7,236,1265,0.69,576.47,0,0,2,0,0,Eficientes,0.4771555649029684,0
MAN-0311,MQ-036,Arequipa,Compresor,Mañana,78.7,4.42,4.3,8682,4.4,60,810,2.05,474.18,0,0,0,0,2,Estándar,0.22908680072601278,0
MAN-0312,MQ-170,Lima,Inyectora,Noche,71.5,4.65,7.39,7697,6.3,133,940,4.02,506.2,1,1,2,1,2,Estándar,0.5944735133240535,1
MAN-0313,MQ-089,Arequipa,Compresor,Tarde,80.3,7.07,6.41,529,2.5,90,836,5.78,529.92,1,0,0,2,3,Críticas,0.8365694856384759,1
MAN-0314,MQ-154,Trujillo,Empacadora,Tarde,68.0,4.85,5.39,1859,0.2,39,659,4.86,490.28,0,2,1,2,0,Eficientes,0.18194147402180824,0
MAN-0315,MQ-101,Trujillo,Empacadora,Mañana,77.5,2.93,5.49,3122,0.5,25,921,2.56,514.79,0,2,1,0,0,Eficientes,0.08143041062577204,0
MAN-0316,MQ-168,Arequipa,Prensa,Tarde,87.9,5.82,5.7,728,0.9,93,676,4.3,510.98,1,0,3,2,3,Críticas,0.7417672875387047,1
MAN-0317,MQ-137,Arequipa,Empacadora,Mañana,71.7,5.42,7.09,343,0.9,127,1036,4.59,504.8,1,0,1,0,3,Críticas,0.5068970970010516,1
MAN-0318,MQ-039,Trujillo,Inyectora,Tarde,84.6,3.67,6.23,3620,4.2,130,1004,0.1,581.92,1,2,2,2,0,Eficientes,0.6622566886998466,1
